output,id
CSEU,55993782219450448
DAST,"52672016874067592, 55994031789082672, 52674538946671960, 55996992014002072, 55997277769868928, 55997860583472736, 52676044326871224, 52676044326871224, 55962369676109144, 55962369676109144, 55962825512958912, 55962893810066888, 55963293014984720, 55963293014984720, 55965071150882784, 55965211042550288, 55965745975304144, 55965942057883848, 55965942057883848, 55965942057883848, 55969634997456304, 55969969539568352, 55970079849427496, 55970079849427496, 52657005607075112, 52657087228037992, 55979605070560888, 55979975353735336, 55979975353735336, 55979975353735336, 55981570231732632, 55981618845015136, 55981618845015136, 55981618845015136, 55982274863948592, 55982368349445992, 55982368349445992, 55982546243510416, 52660979124658976, 55983603902761888, 55984096098699512, 55984096098699512, 55984759618204616, 55984759618204616, 55984759618204616, 49340941168998376, 55984838488335664, 55984838488335664, 55984838488335664, 52664037261956328, 52664037261956328, 52664037261956328, 55986973091389448, 55986973091389448, 55986973091389448, 55987533753444424, 55987533753444424, 55987886546262256, 55987886546262256, 55987886546262256, 55987886546262256, 55988020986802760, 52667146277727520, 52667146277727520, 52667146277727520, 55989356667384824, 55989411610458552, 55989411610458552, 55989411610458552, 55989411610458552, 52668554157596848, 55990761131663216, 55991333676210944, 55991333676210944, 55991573185622112, 55991573185622112, 55992269470341344, 52671150600027840, 55993670604342040, 55993670604342040, 55993670604342040, 55997062999987048, 55997062999987048, 55997467920812328"
DUPAK,"55993832914822352, 55994015534834968, 55994015534834968, 52672809243753296, 55998467032858944, 55998734213460920, 55998734213460920, 55961714819175472, 55961732644454368, 55961844601462488, 55961929589824240, 55962916197721248, 55965419662174200, 55965794911962544, 55965794911962544, 55965794911962544, 55966755928310704, 55966755928310704, 55967618736775248, 55968380029579648, 55968894722344024, 55980155973267120, 55980461696025400, 55980461696025400, 55981399218217120, 55982303550497992, 52660377639561768, 55984112773297696, 52663026213420640, 55984960738591088, 55985767259524208, 55986102931673416, 55987328313652328, 55987938793450944, 55987938793450944, 55990779693761376, 55992114770972104, 55992454278533672, 55992665584788800, 55992665584788800, 55993049257506336, 55993354996487240, 55993486147108328, 55995884017722088, 55996586072048152, 55996753721548720, 55996753721548720, 55996969214138120, 55997051708859832, 52676377329349096"
ECH,55988378813235240
EVVI,"55993799134350656, 55994694863313544, 55995952180781200, 55996530869762424, 55996607942915832, 55996860497868216, 55961133736539808, 55983289965827000, 55987119713309848, 52667433280132448, 55989739870709624, 55991361264554864, 55996717236547760, 55997116027506080"
FLS,"55995857951185120, 55995857951185120, 52675040533371024, 55997210842601712, 55997210842601712, 52657612687498312, 52657612687498312, 55980372334742176, 52659324690622928, 52659324690622928, 55982218576179736, 55982218576179736, 52661535009789008, 52661535009789008, 52662101266450920, 52662101266450920, 55985148785404592, 55985148785404592, 55985148785404592, 55985148785404592, 55985758425114088, 55985758425114088, 52664602613276048, 52664602613276048, 52665466781178400, 52665466781178400, 55987932837900024, 55987932837900024, 55989861562772480, 55989861562772480, 55990139352750264, 55990139352750264, 55990349294811920, 55990349294811920, 52668539776920936, 52668539776920936, 52668539776920936, 52668539776920936, 55990478197245000, 55990478197245000, 55990921625965960, 52669606478073912, 52669742588774064, 52669742588774064, 55992575895765504, 55992575895765504, 52670773603612544, 55996633219228960, 55996633219228960, 55997722793556024, 55997722793556024"
FUCF,"55994124833612104, 55995952180781200, 55996475735571848, 52671495836896912"
GAML,"52672037719014600, 52672063600433952, 55994074777905712, 55994407684695376, 55994708638430832, 55995893149260280, 55996281007572232, 55996475735571848, 55996566286282768, 55996891146651376, 55997210842601712, 55997253070685680, 55997416456906696, 52675581880270096, 55997971171281504, 55998171408736064, 55998511588830216, 55960314608832472, 55960482637284776, 55960491722178552, 55960492251015256, 55960630173954536, 55962354971978048, 55962369676109144, 55962733957948648, 55963377985821784, 55963380300520896, 55963592527795440, 55963974170961576, 55965269228356872, 55966312195683808, 55966670086691312, 55967128368711896, 55967371809250640, 55967538278589112, 55967587217834464, 55968367478298208, 55968436600099848, 55968514098254728, 55968832234764296, 55968907931866880, 55969500419546280, 55969545793528432, 55969668771890824, 55970032370512824, 55970329491885136, 52656975588002960, 55978999762484680, 55979312493709120, 52657649240283880, 55979737180514480, 55980312017099160, 55980372947843656, 55980912267064328, 55980972133934304, 55980991676427344, 55981048487108584, 55981100777678552, 55981132049314168, 55981148563361320, 52659505930987784, 52659747034279216, 55981699923103320, 55981715031144984, 52659808193517808, 52659882000054312, 52660021073144008, 52660520500985584, 55982546243510416, 52660641847653016, 55982694620935856, 55983370003477480, 52661592778050792, 55983968950461504, 52662378835584024, 55984726814361592, 55984967398689880, 55985080330521344, 55985136802226712, 55985157973457112, 55985493364844832, 55985574910855648, 55985940505428392, 52664217114852720, 55986180838726040, 55986201281240168, 55986337711861488, 55986821360692712, 55986834404955800, 55987459457462720, 55987554643134976, 55987677834921776, 55987932837900024, 55988269300293528, 55988402367022776, 52666512868148672, 52667317921530192, 52667319989074600, 55989389271354752, 55989561314572512, 55989750226866544, 55989751884323360, 55990019651414280, 55990082161348808, 55990262559753888, 55990300313075560, 55990458551022728, 55990463041606512, 55990921625965960, 55991063719522632, 52669329074963656, 52669741249636448, 55991806463713664, 55992247718810448, 55992442885424584, 55992589867853128, 55992676976359352, 52671284014496368, 55993818021309944, 55993934844797288, 55993996356611744, 55994096339158368, 55994757219180096, 55994817844636568, 55995863597468560, 55995871837961008, 55996457487500904, 52674644210584480, 55996633219228960, 55996717236547760, 55996789248820728, 55996808811365856, 55996809411402776, 52675451933586752, 55997429502082280, 55997620617624616, 55997722793556024, 55997732713964656, 55997954600157760"
GFCS,"55994057100299880, 55996860497868216, 55996970638294768, 52675581880270096, 55997754170075184, 52676321424911152, 55998257892146736, 55998550059208352, 55961541450217144, 55965299897698696, 55965344848081800, 55965719582319184, 55966686019087920, 55969500419546280, 55969566227526520, 55969604802643728, 55979789254804368, 55979825829431680, 55980161782476072, 55980473838193688, 52658794926235360, 52659362335892848, 52660021073144008, 52660033445997280, 55982146722596744, 55982833262331960, 55983628210966960, 55983640209159744, 55984381513913760, 55984582118275944, 55985126319589048, 52663820497157832, 55985781831687712, 52664179688972944, 52664602613276048, 52666250637644888, 55988605135379480, 55989223418678744, 55989393801209008, 55989735946406568, 52668157683076192, 55990390421809056, 55990644397555256, 55990657054990704, 52669097985316400, 52669418171890336, 52669503186234872, 52669715360217544, 55992494688037960, 55993201845370688, 52671647301129736, 55994179928878832, 52672637531388872, 55996606466013680, 55997006971083728, 52675451933586752, 52675738864229304, 55997853158277008, 55998309644880016"
GR5IVR,52669189890008808
GSUB,"55982847724276664, 55994795950477688"
GTNB,"55960685798178304, 55964445737802048, 55970144427268032, 52668005446886928, 52668203594856408"
GURU,"55981240139741904, 55981240139741904, 55981240139741904"
HOCO,"52671806814907720, 55993830164186544, 55995296437868616, 55995810648351304, 55995839622899800, 55995918142617472, 55996440615787096, 52674524375391016, 52674659725883064, 55996847313048984, 55996966541451744, 55997057833840432, 55997209111455080, 55997210842601712, 55997359170092240, 52675519085635032, 52675556832121128, 52675660942886040, 55997683888081856, 52675909101057672, 52675950913764152, 52676464742715296, 55998418658836832, 52676511956975184, 55962367413333368, 55962377639375552, 55962541071580072, 55962571842158328, 55962638548340432, 55962805996107288, 55962818511755712, 55963285087837560, 55964156149555888, 55964345608357840, 55964644549511912, 55965208140276824, 55965347983793416, 55965840835073944, 55966070257132512, 55969070744625808, 55969096358502288, 55969640718600664, 55969818240482384, 55970194972505808, 55970202860032672, 55970221318579120, 55978907890891576, 52656993291516848, 55979069251917792, 55979398508592272, 52657638595401968, 52657742671182408, 55979737180514480, 55979792854544784, 55980097570407080, 52658200368598784, 52658228744452424, 55980387010683768, 55981003146820288, 55981291839206576, 55981313227618016, 55981510505085792, 55981553456926960, 55981597412894360, 52659676246354472, 55982110915708024, 55982484990682232, 52660778780389408, 55983245811512784, 55983312881612088, 55983539896378800, 55983579559753784, 55983618922712392, 52661763914697008, 52661769215864616, 55983771433639016, 52662103523666216, 55984048977392128, 55984259663876424, 55984323247361192, 55984591959041976, 55984636344842240, 55984683900402872, 55984769457851680, 55984799881111216, 55985110120214200, 55985597007407912, 55986078911390760, 55986729513173208, 55986934848614600, 55986965024296392, 55986985412931208, 55987095322511080, 52665406694794136, 55988020986802760, 55988079460858640, 52666516876395328, 55988588200049272, 55989205383036200, 52667323742911304, 55989365493776024, 55989412715827424, 52667662285788472, 55989746689892680, 52668014684899920, 55990040583791864, 52668132459299512, 52668154064446488, 52668268043218152, 55990648682216224, 52668989555626792, 52669060929058992, 52669067605714336, 52669111606193416, 52669112373761680, 55991208911102144, 52669556537931088, 55991517690152784, 52669593419736072, 55991525963479616, 52669715360217544, 55991665955432816, 52669769275960016, 52669814016177984, 52669827606149616, 55991877717237312, 52669957846960984, 55991919592264040, 52670159125999016, 55992197668463448, 55993228363942688, 55993242499587712, 55993647230923248, 52671721266541456, 52671733477137736, 52673395283766568, 55995806698962336, 55996251028107808, 55996380271387744, 55996534020897320, 55996553022637888, 55996742034913840, 55997011635544248, 52675132214773808, 52675137252392712, 55997826852896760, 55997887123060512, 52676006512388096, 55997976209605680, 52676256932928384"
HSUB,"52671609922779544, 52672723073661648, 55994882119989296, 52674451149568264, 55996735894541752, 52674875248965544, 55997449657360872, 55997634824004888, 52676408494930984, 55962377553099336, 55964509092719808, 55966034409989400, 52657117963938720, 55980193157864160, 52658856243457880, 55981618845015136, 55983365908675320, 55983707056044992, 55983907116670728, 49341114576350432, 55985024562366224, 52663702827111136, 55987508620254712, 55987554176588784, 52666377830959184, 55988356800839016, 52666840999878848, 55989399609866656, 55989414896081792, 55990013842967912, 55990080224211352, 55990080772519952, 52668391979785472, 55991207297637648, 52669578617165568, 55991705923760520, 52670154074972480, 52670400664916800, 55992433588741584, 55992624053221536, 55993092396109712, 55994199603190552, 52672676458735856, 52674570577411008, 55996932675639080"
HWPFS,"55993654112674976, 55993687301109888, 55993876882405304, 55993877898124672, 52672005554134840, 55993985912326544, 52672136730412232, 55994124833612104, 55994610077329352, 55994829645518464, 55994832510577248, 52673198892876888, 55995903305093184, 55996248139735656, 55996281007572232, 52674466990040304, 55996440615787096, 52674538946671960, 55996475735571848, 55996494001617392, 55996551047913008, 55996566286282768, 55996687851859360, 55996753731540640, 55996860497868216, 55997062748894832, 55997070270582736, 52675166177763600, 55997210842601712, 52675491338626440, 55997484335360208, 55997502105179664, 55997505692758384, 52675581880270096, 52675660942886040, 52676247432791296, 55998255009360464, 55998256865576472, 52676551148683728, 55998498252923136, 55998511588830216, 55998550059208352, 55998588472263792, 55998631872679968, 55960314608832472, 55960432892596360, 55960492251015256, 55960719336301368, 55960793036775120, 55961318412080568, 55961635657495616, 55961689559126984, 55961695394107200, 55961717454947648, 55961732644454368, 55961844601462488, 55961929589824240, 55961961137948184, 55962272721868240, 55962276918559112, 55962292077512736, 55962369676109144, 55962640851481968, 55962733957948648, 55962816001183992, 55962881829195720, 55962935135949728, 55962978574214600, 55963028755020216, 55963592527795440, 55963645758831352, 55963733570685536, 55964176354327792, 55964226239136680, 55964306286814408, 55964498955756520, 55965173430559440, 55965211042550288, 55965264357401024, 55965323681439744, 55965385956147000, 55965652200190536, 55965788058160800, 55965838590191168, 55966016580625432, 55966086407284608, 55966092183615432, 55966277861062736, 55966320588234016, 55966339102596328, 55966742106958488, 55967371809250640, 55967538278589112, 55967558685859920, 55967820248331368, 55968211504177024, 55968349945610016, 55968380029579648, 55968436600099848, 55968537624580696, 55968707445851112, 55968907931866880, 55968941459418200, 55969093599136712, 55969500419546280, 55969615034644496, 55969946592738328, 55969981159061032, 55970184119271520, 55978915929969880, 55978999762484680, 55979381166318216, 55979448407750392, 55979641546814744, 55979690686108600, 55980161782476072, 52658605325445504, 55980542932432536, 52658794926235360, 52658979805155816, 55980991676427344, 55981059556925256, 55981144319867552, 55981340352938200, 55981448253526848, 55981525169231024, 55981556932921328, 52659991609329032, 55982419603472616, 52660587463929032, 55982567710121336, 52660641847653016, 55982573481524600, 55982589480350216, 55982813854091408, 55983083059614056, 52661393855073512, 52661475128056416, 55983508187073216, 52661592778050792, 52661658119795960, 52661693128436552, 55983628210966960, 55983673886252008, 55983704899547904, 55983732893644176, 52661858806758376, 55983824545245992, 52661902131928800, 52662101266450920, 52662259412373352, 55984231516503488, 55984342099389088, 55984370615100160, 52662531595761392, 52662651316229984, 55984679499407880, 55984736051150488, 55984854638166768, 49341159529180296, 55985080330521344, 55985126319589048, 52663227381396744, 55985758425114088, 55985781831687712, 55985816932579536, 52664172253821488, 55986113417014128, 55986142666104104, 55986336996518264, 55986381233426904, 55986630805706072, 55986729513173208, 55986776775358320, 55986821360692712, 55986842737587272, 55986847465502176, 55986953132668784, 55987157650090056, 55987448804158056, 55987541540594008, 55987932837900024, 55987963486942448, 55987966909460824, 55988017031877048, 52666143299861808, 55988283243940840, 55988306813251864, 55988378813235240, 55988385146712064, 55988413049680840, 55988616640010600, 55988769681384672, 52666851330921344, 52667133131339296, 55989148075601104, 55989183673827152, 55989332019706592, 55989549508852784, 55989699726715792, 55989741616613760, 55989751884323360, 55989803801837992, 55989853770049728, 55989908041113040, 52668081732267912, 55990011468393400, 55990019651414280, 55990152215998768, 55990204145690416, 55990250838529152, 55990262559753888, 55990349492292224, 52668564722208712, 52668748575589520, 55990754921717552, 55990884986572304, 52668981292356256, 55990921625965960, 52669097985316400, 55991046188297008, 52669142032608288, 55991188628130880, 52669329074963656, 52669355480967080, 52669503186234872, 52669575247795272, 52669619578582712, 55991569937249880, 55991595360031992, 55991634690029968, 52669741249636448, 55991683219077416, 55991691646635264, 52669798748730848, 52670094697626952, 55992098319279840, 55992197668463448, 52670467778430456, 55992432384947424, 55992824768221792, 55992881396479744, 55992911963254224, 55993169275133256, 55993201845370688, 55993277825653984, 55993418112342656, 52671495836896912, 55993726469239624, 55993773854684280, 55993781960271784, 55993811386121000, 55993996356611744, 52672337892651488, 55994283384053328, 52672360972611168, 55994365134434824, 52672635479485536, 52672708025888040, 55994655978909992, 55994744849136320, 55994817844636568, 52673344507083192, 55995936664668352, 55996364031542176, 52674482272407568, 55996412902000520, 55996454458898488, 55996457487500904, 55996512612629248, 52674644210584480, 55996586072048152, 52674683613639696, 55996633219228960, 55996717236547760, 55996728827189432, 55996767862647608, 55996789248820728, 55996809411402776, 52675112918765984, 55997079888017224, 52675451933586752, 55997449145847920, 55997722793556024, 55997796470398808, 55997954600157760, 55998005203205528, 55998005912566528, 55998043466135056, 55998124255664424, 52676294157040136, 55998328747425432"
IMSTK,"55993636615084512, 52672396458204368, 55994397580965128, 55994539742207184, 55994666163098664, 55996082212046600, 55996396134451072, 52674674075036736, 55996639175394448, 55996722989494288, 52675001683826248, 52675001683826248, 55997291051061016, 55997473478499992, 55997496812104960, 55997950323723672, 55998005786609600, 55998162313333456, 55998206043150680, 55960722403883200, 55960928954052432, 55961286605152632, 55961286775848688, 55961869348952864, 55962325497838304, 55963058393487416, 55963138167266608, 55963252239522896, 55963344577218280, 55963358605729976, 55963452671958056, 55963736679096744, 55964039410635832, 55964234530810456, 55964846423580304, 55965339911761144, 55965339911761144, 55965802220700016, 55969047255634264, 55969270838618232, 55970206357179160, 55978898078370512, 55979309371968672, 55979309371968672, 55979358143204688, 55979650572600760, 55980161782476072, 55980169161082704, 55980205450316968, 55980205450316968, 55980387010683768, 55980387010683768, 55980754285379888, 55980766770056296, 55980776107702176, 55980845996590520, 55980962322924944, 52659160321726216, 55981144968631248, 55981409190766736, 55982097425153440, 52660332871867704, 55982464680067272, 55983219287258904, 55983458914270280, 55983692626531568, 55983823024391144, 55983823024391144, 55983989517616920, 55985111560560552, 52663620044675192, 55985596866011840, 55985923779316608, 55986078911390760, 55986133225475744, 52664790807337752, 52664894329780104, 55987137585089336, 55987137585089336, 55987172261345936, 55987198474879896, 55987262692803136, 55988017031877048, 55988017031877048, 55988093588164712, 55988150749478872, 55988265406456088, 55988760223771248, 55989938981212752, 52668416630602016, 55990629092459384, 52668939443004040, 52669160175274056, 55991091179913744, 52669312658858264, 52669554600455272, 55991705923760520, 55991705923760520, 55991705923760520, 52669986594512096, 52669987993795608, 55992198805782440, 55992333408666864, 55992368990610408, 55992373895614472, 52670784226517208, 52670878211541872, 55993175362432016, 55993201581879184, 55993889448986520, 55994086345621640, 55994267518446368, 55994312122033248, 55994312122033248, 52672405625912424, 55994805284074504, 55996139025838416, 55996268632456120, 55996293378494736, 55996743319100192, 55996826392716296, 55996828638350808, 55997299973272408, 55997549149815208, 55997577048728504, 55997694480305160"
INDA,"55993822569483344, 55994291390158560, 55994291390158560, 52675095123231368, 55997275795944704, 52675519085635032, 52675738994798600, 52675888451929736, 55998136789255200, 52676328697503864, 52676517655229576, 55965339911761144, 55965399659240152, 55965556624577344, 55969655238154136, 55979309371968672, 55979875011332776, 52658816693904136, 55980868805172480, 55982990151131288, 52661306217779224, 55983735308890944, 52662018166320096, 52662468758690336, 55984991177955976, 55985040837653096, 52663979445275544, 55986277824811344, 55987549909406656, 52667151172576832, 55989344309430496, 55990686566546312, 52669658384020824, 55991928724599464, 55992071961080992, 52671178010164304, 52671634180826536, 55996654469379592, 55996826392716296, 52675342465930000"
JSCC,"55997542186625264, 55997729980557904, 55998467832551112, 55961266002041320, 55961362232375208, 55962445805362312, 55962820617556392, 55964796340911064, 55965071150882784, 55966044327073344, 52657691632255112, 52660362865787608, 52661277925434376, 52661539277016728, 55983589638384448, 55984591959041976, 55985515448589016, 55986203998016200, 52664487029991592, 55987297691011552, 55989411086109608, 55989758703835752, 52668643462946888, 52669108330424288, 55991095122302792, 55991517690152784, 52669957846960984, 55992021069444008, 55992370723462320, 52671598264192296, 55994051529603112, 55995337643068728"
KITM,"55993781346853016, 55993985912326544, 55994074777905712, 55994163784783656, 55994259075925304, 55994409737141528, 52672713576364048, 55996860497868216, 52675040533371024, 55997344210447272, 55997891223325360, 55960399695584400, 55960719336301368, 55961305850626528, 55961826428071736, 55962508241557352, 55962640851481968, 55962988537266280, 55963151261185584, 55964068172461208, 55966391335028672, 55967318193239048, 55969170268416888, 55970062893556392, 55978999762484680, 55980074376249624, 55980372947843656, 55981199533892080, 55981618845015136, 52660033445997280, 55982883490331624, 55983217644515768, 52661463465162864, 55983565558655152, 52661658119795960, 55983628210966960, 55983907116670728, 55984420874754288, 52663604333350400, 52664602613276048, 55986591524960144, 55987297691011552, 55988146776713448, 55988306813251864, 55988355184247040, 55988444011841456, 55989061395739752, 52667996450741992, 52669097985316400, 52669329074963656, 55991287983532840, 55991691646635264, 52670023489468056, 55992009990544808, 55992098319279840, 55992261825338024, 55992674336099384, 52672436314603456, 55994793025189712, 55996275142431320, 55996394135154184, 55996632410530224, 55998124255664424"
KSPA,"52671586517193912, 55993619429086064, 55993678334320832, 55993678380684680, 55993680636988856, 55993706822970216, 55993806903770552, 55993811407760144, 55993816792534776, 55993891907906976, 55993962668586920, 55993970057144152, 55994057100299880, 55994062305474616, 55994068965753208, 55994090219362768, 55994112268950264, 55994124833612104, 55994137685287104, 55994140403082992, 55994190086559712, 55994195365535248, 55994199691358792, 55994246964631120, 55994307834449000, 55994308150123120, 55994308355148864, 55994362062818960, 55994369939955576, 52672611517632504, 55994556732509536, 55994563072981368, 55994565633343760, 55994626895732904, 55994661058894128, 55994691903134952, 55994699493078712, 55994718012688320, 55995898194885520, 55996655865946736, 55996669813023424, 55996706257632936, 55996786919258264, 55996797520174472, 55996870022700168, 55996961012150688, 55997253070685680, 55997712052872912, 55997783288186520, 55997857258839840, 55997952202245120, 55998277823295456, 55998345907569208, 55998390262990472, 55998473668835344, 55962535613869720, 55962563111143840, 55962563252924072, 55962641155789536, 55962760212437104, 55962808475825144, 55962978574214600, 55962980634562208, 55963030195210352, 55966303428135848, 55967559201863072, 55968258834416824, 55979411406909376, 55980254083461176, 55980301032450648, 55980715589313272, 55980865094608728, 55981199850048304, 55981563941223760, 55981613361832944, 55981851870678352, 52660105181364480, 55982082969553784, 55982699945979808, 55982881713476416, 55982887580845056, 55983004417574808, 55983623948330272, 52661924704651464, 55983855202781960, 55984414106624432, 55984570739092544, 55984657171614360, 55985063509345776, 55985370269400472, 55985379395104720, 55985690471904048, 52663797155975624, 55985816932579536, 55985990754640080, 55986208430496904, 55986336737575016, 55986381233426904, 55986602051339144, 55986676444059856, 55986860798374056, 55986971422702856, 55986987201190912, 55987126312887376, 55987418799864904, 55987448804158056, 55987560039153104, 55987912601438952, 55988020986802760, 55988113803738624, 55988150749478872, 55988205560936928, 55988293172590184, 55988449907005208, 52666545127507624, 55988551140369016, 55988559602048200, 55988605135379480, 55989031106116688, 55989116624211600, 55989118232095336, 55989190691813056, 52667861126909344, 55989944334108968, 55990011683800856, 55990223309521856, 55990307537139440, 52668539776920936, 55990560124866416, 55990629092459384, 55990657441810792, 55990740828279680, 55990776201800424, 55990892808398128, 55990921625965960, 55991463370912904, 55991603171858752, 55991689085215536, 55991823270385264, 55992401866598000, 55992736827671056, 55992811822381872, 55992844881265664, 55992858336526944, 55993042876120480, 55993235871379240, 55993452931484552, 55993464556365944, 55993627684052496, 55993638209601136, 55993650631582360, 55993655447715752, 55993660915538712, 55993670604342040, 55993689241831920, 52671859719584768, 55993825199418528, 55993826301401712, 55993830501850024, 55993833409264608, 55993889213698568, 55993939923044320, 55993949606035232, 55994067506369968, 55994098556376800, 55994113654033656, 55994146886323808, 55994180927964368, 55994181826615152, 55994190432318360, 55994214586917848, 55994222599658584, 55994238343109312, 55994240968371608, 55994248027988344, 55994248580859232, 55994312122033248, 55994547915735328, 55994566905478840, 55994574233047072, 55994622808096704, 55994623071356320, 55994657196506248, 55994694752794368, 55994696886994688, 55994704727992280, 55994717530340616, 55994965192568224, 55995824872583832, 55996271944451184, 55996359748035184, 55996493110385192, 52674570015430760, 55996580665493600, 55996697506089472, 55997006971083728, 52675315471833104, 55997269748167664, 55997796470398808, 55997870328379472, 55997986230422208, 55998224734064480, 55998321378877176"
LEARN,"55996440615787096, 52674875248965544, 52675581880270096, 52657625377521672, 55980962850534520, 52659304656722128, 52659310169726736, 55982414925596584, 52661474253945584, 55983443380281072, 55984219822815600, 52662953059280248, 49341276561807768, 52663227381396744, 52663712011830176, 55987297691011552, 52666152208637280, 55988105835757096, 52666287172079416, 52669595620958448, 52671810237341360, 55997832585695656, 55998124255664424, 55998328747425432"
LGZM,"55990761131663216, 52669097985316400, 55993265261534216, 55993956753421800"
LOT,"55997317374408744, 52668472499544320, 52675494162675504"
MAC,"55994311796471848, 52662254764741616"
